timestamp_utc,arm,generator,concurrency,duration_s,ok,errors,rps,error_rate_pct,p50_ms,p99_ms,max_ms,meets_slo,nginx_version,yarp_version,http_versions,max_cached_connections,method,response_bytes,request_bytes,delay_ms,loss_percent,keepalive,proxy_rss_peak_bytes,proxy_cpu_avg_pct
2026-08-27T15:33:17.1309364Z,twp-reverse-http1-to-http3,dotnet-httpclient,8,8.000,83196,0,10399.4,0.0000,0.71,1.72,25.40,1,nginx version: nginx/1.31.3,,1.1:83196,,GET,56,0,0,0.00,1,85651456,51.69
2026-08-27T15:33:27.1646927Z,twp-reverse-http1-to-http3,dotnet-httpclient,16,8.003,110797,0,13845.2,0.0000,1.10,2.33,24.20,1,nginx version: nginx/1.31.3,,1.1:110797,,GET,56,0,0,0.00,1,92995584,46.13
2026-08-27T15:33:37.2118457Z,twp-reverse-http1-to-http3,dotnet-httpclient,32,8.016,134230,0,16745.6,0.0000,1.82,3.59,46.92,1,nginx version: nginx/1.31.3,,1.1:134230,,GET,56,0,0,0.00,1,93921280,52.29
2026-08-27T15:33:47.2664404Z,twp-reverse-http1-to-http3,dotnet-httpclient,64,8.010,155662,0,19434.6,0.0000,3.09,6.09,82.93,1,nginx version: nginx/1.31.3,,1.1:155662,,GET,56,0,0,0.00,1,111792128,47.51
2026-08-27T15:33:57.8135024Z,yarp-reverse-http1-to-http3,dotnet-httpclient,8,8.002,68453,0,8554.2,0.0000,0.84,2.11,21.75,1,nginx version: nginx/1.31.3,YARP 2.3.0,1.1:68453,,GET,56,0,0,0.00,1,95399936,57.88
2026-08-27T15:34:07.8542661Z,yarp-reverse-http1-to-http3,dotnet-httpclient,16,8.015,110377,0,13771.6,0.0000,1.09,2.37,28.22,1,nginx version: nginx/1.31.3,YARP 2.3.0,1.1:110377,,GET,56,0,0,0.00,1,103845888,51.19
2026-08-27T15:34:17.8899279Z,yarp-reverse-http1-to-http3,dotnet-httpclient,32,8.015,135331,0,16885.1,0.0000,1.79,3.59,40.73,1,nginx version: nginx/1.31.3,YARP 2.3.0,1.1:135331,,GET,56,0,0,0.00,1,110362624,49.08
2026-08-27T15:34:27.9393014Z,yarp-reverse-http1-to-http3,dotnet-httpclient,64,8.013,152971,0,19089.5,0.0000,3.14,6.57,93.99,1,nginx version: nginx/1.31.3,YARP 2.3.0,1.1:152971,,GET,56,0,0,0.00,1,130117632,51.22
2026-08-27T15:34:38.3647344Z,twp-reverse-h2c-to-h1,dotnet-httpclient,8,8.025,185323,0,23094.4,0.0000,0.31,1.03,4.30,1,nginx version: nginx/1.31.3,,2.0:185323,,GET,56,0,0,0.00,1,78766080,48.18
2026-08-27T15:34:48.4052314Z,twp-reverse-h2c-to-h1,dotnet-httpclient,16,8.015,263910,0,32927.4,0.0000,0.45,1.22,14.09,1,nginx version: nginx/1.31.3,,2.0:263910,,GET,56,0,0,0.00,1,73469952,50.54
2026-08-27T15:34:58.4563213Z,twp-reverse-h2c-to-h1,dotnet-httpclient,32,8.015,311863,0,38908.0,0.0000,0.76,1.74,6.14,1,nginx version: nginx/1.31.3,,2.0:311863,,GET,56,0,0,0.00,1,75636736,49.17
2026-08-27T15:35:08.4993992Z,twp-reverse-h2c-to-h1,dotnet-httpclient,64,8.010,342172,0,42719.1,0.0000,1.38,2.85,10.78,1,nginx version: nginx/1.31.3,,2.0:342172,,GET,56,0,0,0.00,1,96751616,50.68
2026-08-27T15:35:19.0253295Z,yarp-reverse-h2c-to-h1,dotnet-httpclient,8,8.001,148679,0,18581.4,0.0000,0.36,1.08,2.88,1,nginx version: nginx/1.31.3,YARP 2.3.0,2.0:148679,,GET,56,0,0,0.00,1,82763776,53.81
2026-08-27T15:35:29.0724206Z,yarp-reverse-h2c-to-h1,dotnet-httpclient,16,8.013,249873,0,31184.5,0.0000,0.48,1.29,3.35,1,nginx version: nginx/1.31.3,YARP 2.3.0,2.0:249873,,GET,56,0,0,0.00,1,77099008,46.30
2026-08-27T15:35:39.1235581Z,yarp-reverse-h2c-to-h1,dotnet-httpclient,32,8.013,298293,0,37227.3,0.0000,0.80,1.75,3.35,1,nginx version: nginx/1.31.3,YARP 2.3.0,2.0:298293,,GET,56,0,0,0.00,1,80666624,52.58
2026-08-27T15:35:49.1613552Z,yarp-reverse-h2c-to-h1,dotnet-httpclient,64,8.003,319024,0,39862.5,0.0000,1.54,2.87,5.37,1,nginx version: nginx/1.31.3,YARP 2.3.0,2.0:319024,,GET,56,0,0,0.00,1,90443776,51.79
2026-08-27T15:35:59.6326216Z,twp-reverse-h2c-to-https,dotnet-httpclient,8,8.010,153219,0,19127.9,0.0000,0.36,1.19,2.34,1,nginx version: nginx/1.31.3,,2.0:153219,,GET,56,0,0,0.00,1,85807104,51.20
2026-08-27T15:36:09.6718756Z,twp-reverse-h2c-to-https,dotnet-httpclient,16,8.015,228845,0,28551.2,0.0000,0.52,1.31,14.95,1,nginx version: nginx/1.31.3,,2.0:228845,,GET,56,0,0,0.00,1,80756736,49.37
2026-08-27T15:36:19.7202538Z,twp-reverse-h2c-to-https,dotnet-httpclient,32,8.016,270333,0,33725.7,0.0000,0.88,1.94,5.71,1,nginx version: nginx/1.31.3,,2.0:270333,,GET,56,0,0,0.00,1,91389952,52.39
2026-08-27T15:36:29.7722087Z,twp-reverse-h2c-to-https,dotnet-httpclient,64,8.017,296764,0,37016.1,0.0000,1.60,3.12,6.94,1,nginx version: nginx/1.31.3,,2.0:296764,,GET,56,0,0,0.00,1,104869888,51.73
2026-08-27T15:36:40.3892113Z,yarp-reverse-h2c-to-https,dotnet-httpclient,8,8.013,130330,0,16265.5,0.0000,0.41,1.24,3.26,1,nginx version: nginx/1.31.3,YARP 2.3.0,2.0:130330,,GET,56,0,0,0.00,1,89006080,52.41
2026-08-27T15:36:50.4250910Z,yarp-reverse-h2c-to-https,dotnet-httpclient,16,8.012,212415,0,26510.9,0.0000,0.57,1.44,2.75,1,nginx version: nginx/1.31.3,YARP 2.3.0,2.0:212415,,GET,56,0,0,0.00,1,85528576,47.58
